id	decision_id	scope	lifecycle	form_kind	symbol	surface	examples	source_evidence	parser_status	parser_evidence	formatter_emission_status	formatter_emission_evidence	formatter_roundtrip_status	formatter_roundtrip_evidence	linter_recognition_status	linter_recognition_evidence	linter_teaching_status	linter_teaching_evidence	language_server_status	language_server_evidence	canvas_status	canvas_evidence
syntax-d-dotctor3-surface-name-8d39bde6	D-DOTCTOR3	user	current	keyword_or_name		name		crates/jet-foundation/src/Syntax/math_layout.rs:149	covered	crates/jet-parser/src/FencedNames.rs:52;crates/jet-parser/src/FencedNames.rs:53;crates/jet-parser/src/FencedNames.rs:54;crates/jet-parser/src/FencedNames.rs:55;crates/jet-parser/src/FencedNames.rs:56	covered	crates/jet-parser/src/Formatter/Expressions.rs:19;crates/jet-parser/src/Formatter/Expressions.rs:23;crates/jet-parser/src/Formatter/Expressions.rs:25;crates/jet-parser/src/Formatter/Expressions.rs:27;crates/jet-parser/src/Formatter/Expressions.rs:740;crates/jet-parser/src/Formatter/Expressions.rs:741	covered	tests/fmt.rs:11;tests/fmt.rs:17;tests/fmt.rs:28;tests/fmt.rs:30;tests/fmt.rs:31	covered	crates/jet-foundation/src/LintPolicy.rs:53;crates/jet-foundation/src/LintPolicy.rs:54;crates/jet-foundation/src/LintPolicy.rs:59;crates/jet-foundation/src/LintPolicy.rs:82;crates/jet-foundation/src/LintPolicy.rs:193;crates/jet-foundation/src/LintPolicy.rs:200	covered	crates/jet-parser/src/Parser/Items/imports_policy.rs:180;crates/jet-parser/src/Parser/Items/imports_policy.rs:211;crates/jet-parser/src/Parser/Items/imports_policy.rs:295;crates/jet-parser/src/Parser/Items/imports_policy.rs:334;crates/jet-parser/src/Parser/Items/imports_policy.rs:540	covered	Source/LSP/Adapter.rs:21;Source/LSP/Check.rs:111;Source/LSP/Completion.rs:189;Source/LSP/Completion.rs:200;Source/LSP/Completion.rs:202	covered	crates/jet-devserver/src/Canvas/debug_source_git.rs:688;crates/jet-devserver/src/Canvas/debug_source_git.rs:794;crates/jet-devserver/src/Canvas/debug_source_git.rs:843;crates/jet-devserver/src/Canvas/debug_source_git.rs:1198;crates/jet-devserver/src/Canvas/debug_source_git.rs:1222
syntax-d-dotctor3-surface-name-layout-6cecfea4	D-DOTCTOR3	user	current	syntax_shape		name :: Layout{ … }		crates/jet-foundation/src/Syntax/math_layout.rs:149	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-dotctor3-surface-name-h-box-anchor-b46ded57	D-DOTCTOR3	user	current	syntax_shape		name.h(box, anchor)		crates/jet-foundation/src/Syntax/math_layout.rs:149	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-dotctor3-surface-name-v-box-anchor-fe7250a5	D-DOTCTOR3	user	current	syntax_shape		name.v(box, anchor)		crates/jet-foundation/src/Syntax/math_layout.rs:149	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-dotctor3-surface-region-031afe7d	D-DOTCTOR3	user	current	keyword_or_name		region		crates/jet-foundation/src/Syntax/math_layout.rs:149	covered	crates/jet-parser/src/Parser/mod.rs:973;crates/jet-parser/src/Parser/Statements/control.rs:997;crates/jet-parser/src/Parser/Statements/control.rs:1131	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/arena_view_escape.stderr:6;tests/ui/arena_view_escape.stderr:7;tests/ui/cffi_e3202_ptr_boundary.stderr:6;tests/ui/crypto_argon2id_literal_policy_e0510_precedence.stderr:1;tests/ui/crypto_expert_bypass.stderr:1;tests/ui/crypto_expert_material_length_e0510_precedence.stderr:1	covered	editors/tree-sitter/grammar.js:938;editors/tree-sitter/src/grammar.json:5025;editors/tree-sitter/src/node-types.json:16009;editors/zed/grammar-repo/grammar.js:926;editors/zed/grammar-repo/src/grammar.json:4980;Source/LSP/Server.rs:4197	covered	crates/jet-devserver/src/Canvas/edit_actions.rs:1526;crates/jet-devserver/src/Canvas/graph_json.rs:168;crates/jet-devserver/src/Canvas/graph_json.rs:190;crates/jet-devserver/src/Canvas/graph_projection.rs:2304;crates/jet-devserver/src/Canvas/graph_projection.rs:2349;crates/jet-devserver/src/Canvas/query_actions.rs:1155
syntax-d-dotctor3-surface-right-78e32de5	D-DOTCTOR3	user	current	keyword_or_name		right		crates/jet-foundation/src/Syntax/math_layout.rs:149	covered	crates/jet-parser/src/FencedNames.rs:83;crates/jet-parser/src/FencedNames.rs:84;crates/jet-parser/src/FencedNames.rs:85;crates/jet-parser/src/Parser/Items/enums_traits.rs:258;crates/jet-parser/src/Parser/Items/enums_traits.rs:259;crates/jet-parser/src/Parser/Items/enums_traits.rs:264	missing	MISSING:A formatter source line directly names this symbol or spelling.	covered	tests/fmt.rs:247;tests/fmt.rs:250;tests/fmt.rs:1475;tests/fmt.rs:1476	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-sema/src/Sema/BudgetSpecs.rs:419;tests/ui/default_forward_ref.stderr:6;tests/ui/ffi_undo_non_unit_return.stderr:4;tests/ui/ffi_undo_parameter_type_mismatch.stderr:4;tests/ui/foreign_declaration_binding.stderr:4;tests/ui/foreign_declaration_binding.stderr:13	covered	Source/LSP/Features.rs:684;Source/LSP/Features.rs:687;Source/LSP/Features.rs:689;Source/LSP/Features.rs:692;Source/LSP/Features.rs:907	covered	crates/jet-devserver/src/Canvas/edit_actions.rs:2736;crates/jet-devserver/src/Canvas/edit_actions.rs:2742;crates/jet-devserver/src/Canvas/edit_actions.rs:2743;crates/jet-devserver/src/Canvas/edit_actions.rs:2825
syntax-d-dotctor3-surface-self-anchor-8553de82	D-DOTCTOR3	user	current	syntax_shape		self.anchor		crates/jet-foundation/src/Syntax/math_layout.rs:149	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-dotctor3-surface-task-group-69ddc139	D-DOTCTOR3	user	current	syntax_shape		task.group		crates/jet-foundation/src/Syntax/math_layout.rs:149	covered	crates/jet-parser/src/Parser/Expressions/primary.rs:733;crates/jet-parser/src/Parser/Expressions/primary.rs:736;crates/jet-parser/src/Parser/mod.rs:1400;crates/jet-parser/src/Parser/mod.rs:1976	missing	MISSING:A formatter source line directly names this symbol or spelling.	covered	crates/jet-parser/src/Parser/mod.rs:1976;crates/jet-parser/src/Parser/mod.rs:1985	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/loop_borrowed_task_list.stderr:7;tests/ui/loop_two_binding_borrowed_task_list.stderr:7;tests/ui/task_group_parameter_label.stderr:4;tests/ui/task_group_value.stderr:1;tests/ui/task_group_value.stderr:4;tests/ui/task_group_value.stderr:7	covered	editors/tree-sitter/grammar.js:16;editors/zed/grammar-repo/grammar.js:16;editors/zed/grammars/jet/grammar.js:16;editors/zed/languages/jet/highlights.scm:68	covered	crates/jet-devserver/src/Canvas/graph_json.rs:994;crates/jet-devserver/src/Canvas/graph_projection.rs:1591;crates/jet-devserver/src/Canvas/graph_projection.rs:2368
syntax-d-dotctor3-surface-top-a710dc3c	D-DOTCTOR3	user	current	keyword_or_name		top		crates/jet-foundation/src/Syntax/math_layout.rs:149	covered	crates/jet-parser/src/Parser/Items/functions_params.rs:1139;crates/jet-parser/src/Parser/Items/imports_policy.rs:865;crates/jet-parser/src/Parser/Items/imports_policy.rs:1039;crates/jet-parser/src/Parser/Items/imports_policy.rs:1220;crates/jet-parser/src/Parser/Items/visibility_items.rs:72;crates/jet-parser/src/Parser/Items/visibility_items.rs:98	missing	MISSING:A formatter source line directly names this symbol or spelling.	covered	tests/support/fmt_lossless.rs:1681;tests/support/fmt_lossless.rs:1698;tests/support/fmt_lossless.rs:1703	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/ffi_asm_no_mem.stderr:7;tests/ui/inline_package_not_first.stderr:1;tests/ui/inline_package_not_first.stderr:7;tests/ui/panic_effect_prohibition_transitive.stderr:1;tests/ui/panic_effect_prohibition_transitive.stderr:4;tests/ui/panic_effect_prohibition_transitive.stderr:6	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	covered	crates/jet-canvas/src/html.rs:60;crates/jet-canvas/src/html.rs:108;crates/jet-canvas/src/html.rs:136;crates/jet-canvas/src/html.rs:137;crates/jet-devserver/src/Canvas/graph_json.rs:807
syntax-d-dotctor3-surface-type-body-52952e09	D-DOTCTOR3	user	current	syntax_shape		Type{ body }		crates/jet-foundation/src/Syntax/package_files.rs:76	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-dotctor3-surface-u8-250-4fe31705	D-DOTCTOR3	user	current	syntax_shape		U8{ 250 }		crates/jet-foundation/src/Syntax/package_files.rs:76	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-dotctor3-surface-width-95876e1f	D-DOTCTOR3	user	current	keyword_or_name		width		crates/jet-foundation/src/Syntax/math_layout.rs:149	covered	crates/jet-parser/src/FencedNames.rs:717;crates/jet-parser/src/FencedNames.rs:735;crates/jet-parser/src/FencedNames.rs:743;crates/jet-parser/src/Formatter/Expressions.rs:2594;crates/jet-parser/src/Formatter/Expressions.rs:2595	covered	crates/jet-parser/src/Formatter/Expressions.rs:2594;crates/jet-parser/src/Formatter/Expressions.rs:2595;crates/jet-parser/src/Formatter/Expressions.rs:3205;crates/jet-parser/src/Formatter/Expressions.rs:3214;crates/jet-parser/src/Formatter/Expressions.rs:3217;crates/jet-parser/src/Formatter/Expressions.rs:3226	covered	tests/fmt.rs:441;tests/fmt.rs:442	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui_lint/layout_redundant_constraint.warn:4;tests/ui/binpat_bad_width.stderr:1;tests/ui/binpat_bad_width.stderr:6;tests/ui/binpat_rest_not_final.stderr:7;tests/ui/binpat_take_pattern_bad_width.stderr:1;tests/ui/binpat_take_pattern_bad_width.stderr:6	covered	Source/LSP/mod.rs:609	covered	crates/jet-devserver/src/Canvas/edit_actions.rs:2401;crates/jet-devserver/src/Canvas/edit_actions.rs:2402;crates/jet-devserver/src/Canvas/edit_actions.rs:2419;crates/jet-devserver/src/Canvas/edit_actions.rs:2423;crates/jet-devserver/src/Canvas/edit_actions.rs:2436;crates/jet-devserver/src/Canvas/edit_actions.rs:2437
syntax-d-dotscope1-surface-cases-bdc3ce52	D-DOTSCOPE1	user	current	syntax_shape		.cases		crates/jet-foundation/src/Syntax.rs:104	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/scope_member_unknown.stderr:6;tests/ui/scope_member_unknown.stderr:7	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-dotscope1-surface-measure-7ddc3d43	D-DOTSCOPE1	user	current	syntax_shape		.measure		crates/jet-foundation/src/Syntax.rs:104	covered	crates/jet-parser/src/Parser/Items/external_tests_ffi.rs:182;crates/jet-parser/src/Parser/mod.rs:1369	missing	MISSING:A formatter source line directly names this symbol or spelling.	covered	tests/fmt.rs:2701;tests/fmt.rs:2706;tests/fmt.rs:2708;tests/fmt.rs:2709	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax/retirements.rs:514;crates/jet-sema/src/Sema/mod.rs:2371;crates/jet-sema/src/Sema/mod.rs:2577;tests/ui/bench_marker_retired_e0927.stderr:7;tests/ui/scope_member_unknown.stderr:6;tests/ui/scope_member_unknown.stderr:7	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	covered	crates/jet-canvas/src/js/drawing-palette.js:76;crates/jet-canvas/src/js/drawing-palette.js:80;crates/jet-canvas/src/js/drawing-palette.js:119;crates/jet-canvas/src/js/drawing-palette.js:145;crates/jet-canvas/src/js/drawing-palette.js:216;crates/jet-canvas/src/js/graph-rendering.js:235
syntax-d-dotscope1-surface-name-5d36d370	D-DOTSCOPE1	user	current	syntax_shape		.name { }		crates/jet-foundation/src/Syntax/math_layout.rs:1035	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-dotscope1-surface-test-a6e20bf2	D-DOTSCOPE1	user	current	marker_or_sigil		#Test		crates/jet-foundation/src/Syntax/math_layout.rs:1035	covered	crates/jet-parser/src/Parser/Items/external_tests_ffi.rs:181;crates/jet-parser/src/Parser/Items/external_tests_ffi.rs:182;crates/jet-parser/src/Parser/mod.rs:1368	missing	MISSING:A formatter source line directly names this symbol or spelling.	covered	tests/fmt.rs:2679;tests/fmt.rs:2683;tests/fmt.rs:2687;tests/fmt.rs:2689;tests/fmt.rs:2690;tests/fmt.rs:2691	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui_lint/test_without_assertion.warn:1;tests/ui_lint/test_without_assertion.warn:4;tests/ui/bench_marker_retired_e0927.stderr:6;tests/ui/bench_marker_retired_e0927.stderr:7;tests/ui/marker_tested_at.stderr:1;tests/ui/marker_tested_at.stderr:4	covered	editors/zed/languages/jet/highlights.scm:33;Source/LSP/Server.rs:4469	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
